   category  currentStock  dailySales30dAvg  dailySales90dAvg lastReorderDate lastSaleDate  leadTimeDays  marginPct  reorderPoint  reorderQty  seasonalIndex      skuId                             skuName  stockoutDaysLast90d                supplier  unitCost  unitPrice  regra_bomba  regra_sazonal  regra_zumbi  score_risco
      TOOLS           184              0.00              0.13      2025-10-14   2026-02-13             7       48.4             1           1           1.06 SKU-012399            Alicate Nordeste unidade                    0      Ind·stria Reunidas     29.40      57.03        False          False        False            0
      TOOLS           124              4.20              3.70      2025-11-05   2026-03-29            21       53.2           123         175           1.24 SKU-012425     Chave de fenda Nordeste unidade                    0   VivaMais DistribuiþÒo     98.51     210.42        False          False        False            0
      TOOLS            43              2.25              2.68      2025-12-28   2026-03-30             7       40.4            19          98           0.73 SKU-012428              Furadeira Original kit                    0      Ind·stria Reunidas    199.69     335.30        False          False        False            0
      TOOLS            83             10.35             10.15      2026-03-19   2026-03-27             5       46.6            70         287           1.10 SKU-012452                    Martelo Mini kit                    2       AtacadÒo Nordeste    296.77     555.57        False          False        False            0
      TOOLS            39              2.04              2.07      2025-10-29   2026-03-30             7       48.1            20          45           1.24 SKU-012455                  Martelo Aurora kit                    0   Distribuidora Central    118.47     228.18        False          False        False            0
      TOOLS            12              0.74              0.91      2026-01-15   2026-03-29             7       37.1             7          36           0.98 SKU-012472             Alicate Premium unidade                    0      Ind·stria Reunidas    120.76     192.11        False          False        False            0
      TOOLS            14              0.77              0.77      2026-01-03   2026-03-30            10       41.3             9          15           1.25 SKU-012511                Martelo Nordeste kit                    0      Casa & Lar Atacado     83.03     141.55        False          False        False            0
      TOOLS           615             24.41             21.36      2026-02-28   2026-03-24            10       43.4           315        1359           0.81 SKU-012537           Alicate PrimaCare unidade                   25      Ind·stria Reunidas     93.32     164.80        False          False        False            0
      TOOLS            79             21.44             22.30      2026-03-07   2026-03-27            10       35.4           285         485           0.86 SKU-012559       Chave de fenda Aurora unidade                    0      Ind·stria Reunidas    264.96     410.04         True          False        False           70
      TOOLS            31              2.20              2.10      2025-12-05   2026-03-26            10       49.7            30          80           0.86 SKU-012598                  Alicate Vivace kit                    0 PrimeFood Distribuidora     48.38      96.14        False          False        False            0
      TOOLS           358             12.30             11.70      2026-02-13   2026-03-25            10       24.4           144         578           0.93 SKU-012638     Chave de fenda Original unidade                    0        Alianþa ComÚrcio     81.94     108.32        False          False        False            0
      TOOLS           138              0.00              0.14      2025-11-23   2026-01-30            14       62.8             1           1           1.04 SKU-012639               Martelo Fresh unidade                    0         TopParts Brasil    260.31     700.56        False          False         True            0
      TOOLS           383              9.84              9.11      2026-01-11   2026-03-31            30       22.9           355         355           0.80 SKU-012640                 Martelo Sul unidade                    0   Distribuidora Central     79.14     102.62        False          False        False            0
      TOOLS            16              1.15              1.06      2026-03-06   2026-03-26             5       22.2             7          33           1.19 SKU-012647         Chave de fenda Vita unidade                    0      Ind·stria Reunidas    287.39     369.62        False          False        False            0
      TOOLS            50              2.22              2.74      2025-11-27   2026-03-31            14       28.8            34          79           0.81 SKU-012654          Chave de fenda TopMark kit                    0   Distribuidora Central    185.27     260.33        False          False        False            0
      TOOLS           354              7.90              9.10      2025-12-31   2026-03-24            30       39.7           339         428           0.81 SKU-012664       Chave de fenda Silver unidade                    0            GlobalSupply     76.86     127.44        False          False        False            0
      TOOLS            46              1.39              1.20      2025-10-09   2026-03-26            14       52.8            25          64           1.10 SKU-012666                  Furadeira Maxi kit                    0         MaxiSuprimentos     98.72     209.19        False          False        False            0
      TOOLS            22              5.42              4.35      2026-03-17   2026-03-30             3       32.2            20         125           0.87 SKU-012669                Alicate Maxi unidade                    0      Ind·stria Reunidas    269.11     397.08        False          False        False            0
      TOOLS            44              1.29              1.55      2026-03-12   2026-03-30            14       54.5            24          63           0.94 SKU-012672        Chave de fenda PrimaCare kit                    5            GlobalSupply    206.76     454.68        False          False        False            0
      TOOLS            10              1.37              1.75      2025-10-22   2026-03-28             5       37.2             8          66           0.71 SKU-012687                    Martelo Vita kit                    0         MaxiSuprimentos     29.55      47.03        False          False        False            0
      TOOLS           183             13.69             10.64      2026-01-18   2026-03-27            10       57.6           182         637           0.93 SKU-012694                    Alicate Gold kit                    0            Stock Direct    100.06     236.18        False          False        False            0
      TOOLS            45              2.07              2.71      2026-02-03   2026-03-31            10       49.1            23          68           1.18 SKU-012717                  Alicate Vivace kit                    0      Ind·stria Reunidas    210.79     414.12        False          False        False            0
      TOOLS           159             12.85             10.79      2026-02-20   2026-03-26             5       36.8            75         611           0.84 SKU-012744              Furadeira Vita unidade                    0   Distribuidora Central    211.05     333.95        False          False        False            0
      TOOLS            30             10.47              6.04      2025-10-22   2026-03-26             5       64.6            71         515           1.70 SKU-012754              Martelo Master unidade                    0        Alianþa ComÚrcio     71.45     201.69         True           True        False          100
      TOOLS           117              8.23              9.66      2026-03-12   2026-03-25            30       37.6           291         291           1.19 SKU-012770                Alicate Maxi unidade                    0        Alianþa ComÚrcio    128.54     205.84         True          False        False           70
      TOOLS           198              9.33             11.34      2025-10-23   2026-03-31            10       59.1           103         543           0.76 SKU-012773     Chave de fenda Original unidade                    0      Casa & Lar Atacado    244.41     597.74        False          False        False            0
      TOOLS            10              0.52              0.51      2026-01-02   2026-03-24            10       51.4             5          24           0.75 SKU-012815               Furadeira Sul unidade                    0         TopParts Brasil     45.71      93.98        False          False        False            0
      TOOLS            73              4.49              5.58      2026-03-17   2026-03-31             7       60.1            36         173           1.12 SKU-012849         Chave de fenda Original kit                    0      Ind·stria Reunidas    209.77     526.01        False          False        False            0
      TOOLS           203             13.21             10.18      2025-11-19   2026-03-24             7       55.9           113         444           0.74 SKU-012875         Chave de fenda Vita unidade                    0       AtacadÒo Nordeste    181.57     411.46        False          False        False            0
      TOOLS            51              4.32              3.51      2026-03-20   2026-03-31             7       19.6            37         245           1.02 SKU-012884              Alicate Vivace unidade                    0        Alianþa ComÚrcio    139.20     173.12        False          False        False            0
      TOOLS            46              6.40              7.07      2025-12-08   2026-03-29             5       59.2            45         302           0.84 SKU-012890              Martelo Aurora unidade                    0            Stock Direct    296.91     727.13        False          False        False            0
      TOOLS          1110             19.60              7.43      2026-02-26   2026-03-31            30       30.8           731         731           1.58 SKU-012891                Furadeira Aurora kit                    7       Comercial Vit¾ria    145.85     210.82        False          False        False            0
      TOOLS           303             16.98              9.91      2025-11-21   2026-03-31            14       37.2           153         714           0.84 SKU-012893            Martelo Original unidade                   21       AtacadÒo Nordeste    267.94     426.86        False          False        False            0
      TOOLS            20              2.62              2.98      2025-10-08   2026-03-25             5       48.4            16         115           1.22 SKU-012897                    Alicate Mini kit                    0        Alianþa ComÚrcio    133.59     259.10        False          False        False            0
      TOOLS            21              3.24              3.39      2026-03-05   2026-03-26             3       32.0            13         114           0.86 SKU-012937                     Martelo Eco kit                    0       Comercial Vit¾ria    129.22     189.94        False          False        False            0
      TOOLS            16              1.88              2.62      2026-01-11   2026-03-31             5       19.6            13          63           0.94 SKU-012955                     Martelo Pro kit                    0         MaxiSuprimentos    277.25     344.72        False          False        False            0
      TOOLS            50              3.45              3.20      2026-03-24   2026-03-31            10       51.2            39          95           1.13 SKU-012956           Chave de fenda Silver kit                    1       Comercial Vit¾ria    109.12     223.81        False          False        False            0
      TOOLS           130              2.68              2.23      2026-01-22   2026-03-27            21       37.4            80         157           1.18 SKU-012964                  Alicate Silver kit                    0   VivaMais DistribuiþÒo     63.69     101.67        False          False        False            0
      TOOLS            66              0.00              0.27      2025-12-01   2026-01-23            10       56.3             1           1           1.06 SKU-013005              Furadeira Original kit                    1       Comercial Vit¾ria    131.20     300.05        False          False         True            0
      TOOLS           116              8.52              7.72      2025-12-01   2026-03-27             7       54.5            70         481           1.06 SKU-013035                  Furadeira Mini kit                    5            GlobalSupply    147.95     325.03        False          False        False            0
      TOOLS            13              1.19              1.19      2026-02-02   2026-03-29             7       64.7            11          38           0.76 SKU-013048             Alicate TopMark unidade                    0   Distribuidora Central    168.83     478.66        False          False        False            0
      TOOLS            54              1.39              1.26      2026-02-21   2026-03-26            21       20.0            41          63           1.21 SKU-013080          Chave de fenda Premium kit                    0            Stock Direct     55.49      69.33        False          False        False            0
      TOOLS            59              3.00              2.98      2026-01-19   2026-03-28             7       24.5            23         160           0.89 SKU-013122              Alicate Silver unidade                    0      Ind·stria Reunidas     81.41     107.85        False          False        False            0
      TOOLS           121             10.90             11.13      2025-12-24   2026-03-31             7       36.6            99         335           1.13 SKU-013133              Martelo Master unidade                    2  Ponto Forte Atacadista     94.24     148.73        False          False        False            0
      TOOLS            67              6.80              6.38      2026-03-21   2026-03-28             7       64.3            53         397           0.83 SKU-013156           Chave de fenda Master kit                    0      Casa & Lar Atacado    153.99     431.35        False          False        False            0
      TOOLS           173             12.34             10.70      2025-11-09   2026-03-29             7       23.9            95         628           1.02 SKU-013160                     Alicate Pro kit                    2        Alianþa ComÚrcio    227.61     299.00        False          False        False            0
      TOOLS          1729             29.04             20.40      2026-02-26   2026-03-28            30       18.9           784         884           0.95 SKU-013162              Alicate Vivace unidade                    1      Ind·stria Reunidas    174.21     214.73        False          False        False            0
      TOOLS           142              0.00              0.07      2025-11-18   2025-10-26             7       41.5             1           1           1.13 SKU-013178              Martelo Silver unidade                    0      Casa & Lar Atacado    235.23     401.97        False          False         True            0
      TOOLS           421             23.67             22.73      2025-11-17   2026-03-31            10       29.6           336         600           1.22 SKU-013198                 Martelo Sul unidade                    0         MaxiSuprimentos    214.63     304.67        False          False        False            0
      TOOLS           194              0.00              0.04      2025-10-22   2025-12-04            30       48.6             1           1           1.09 SKU-013200               Alicate Fresh unidade                    0      Ind·stria Reunidas     40.19      78.26        False          False         True            0
      TOOLS            38              2.43              2.72      2025-10-25   2026-03-29            14       28.4            37         137           1.03 SKU-013202             Chave de fenda Vita kit                    0      Ind·stria Reunidas    144.55     201.80        False          False        False            0
      TOOLS            28              9.57              3.83      2025-11-07   2026-03-29            10       36.4           111         490           1.85 SKU-013238                 Alicate Sul unidade                    0       AtacadÒo Nordeste    176.63     277.80         True           True        False           85
      TOOLS            21              0.00              0.07             NaN   2025-11-19             7       47.6             1           1           0.80 SKU-013259           Chave de fenda Silver kit                    0            Stock Direct    169.96     324.41        False          False         True            0
      TOOLS           566             16.61              5.69      2026-03-21   2026-03-25            14       46.7           279         738           1.83 SKU-013271                Alicate Plus unidade                    4      Casa & Lar Atacado    189.48     355.40        False          False        False            0
      TOOLS            72             16.51             19.39      2026-02-19   2026-03-31             7       21.3           167         373           0.76 SKU-013291                Martelo Original kit                    0 PrimeFood Distribuidora    296.57     376.68         True          False        False           70
      TOOLS           171              6.93              8.18      2026-02-26   2026-03-30            14       18.9           110         211           0.92 SKU-013298                Alicate Nordeste kit                    0  Ponto Forte Atacadista    168.71     207.97        False          False        False            0
      TOOLS           101             17.47             16.98      2025-10-06   2026-03-24            30       57.5           687         687           1.10 SKU-013305             Chave de fenda Plus kit                    0      Ind·stria Reunidas    157.55     371.00         True          False        False           85
      TOOLS            88             14.33             16.78      2026-03-02   2026-03-29            10       49.5           181         442           0.81 SKU-013314                  Furadeira Plus kit                    0      Ind·stria Reunidas    103.40     204.75         True          False        False           85
      TOOLS           318              6.33              5.39      2025-10-19   2026-03-25            21       23.8           193         193           1.13 SKU-013321    Chave de fenda PrimaCare unidade                    2         TopParts Brasil    298.08     391.03        False          False        False            0
      TOOLS           287              5.84              6.53      2025-10-06   2026-03-26            21       43.2           157         170           0.95 SKU-013331          Chave de fenda Pro unidade                    0            Stock Direct    169.97     299.36        False          False        False            0
      TOOLS           193              3.86              3.87      2025-11-27   2026-03-31            30       51.9           136         228           0.85 SKU-013349          Chave de fenda TopMark kit                    0   Distribuidora Central     86.17     179.14        False          False        False            0
      TOOLS           136              9.56              8.72      2025-10-07   2026-03-28             7       40.3            80         306           1.07 SKU-013351                  Alicate Silver kit                    0       Comercial Vit¾ria    247.64     414.55        False          False        False            0
      TOOLS            42             36.39             32.34      2026-02-16   2026-03-27             3       42.1           138        1369           0.98 SKU-013409                     Martelo Pro kit                    0        Alianþa ComÚrcio    269.84     465.92         True          False        False           85
      TOOLS             8             26.84             15.04      2025-10-29   2026-03-29             3       21.6            56        1268           0.96 SKU-013410                    Alicate Plus kit                    5 PrimeFood Distribuidora    251.73     321.03         True          False        False           70
      TOOLS           804             11.54              9.14      2026-03-14   2026-03-29            30       41.4           408         600           0.85 SKU-013413            Alicate Nordeste unidade                    0       AtacadÒo Nordeste    236.68     403.76        False          False        False            0
      TOOLS           117              4.45              4.24      2026-01-02   2026-03-26            10       62.8            60         266           0.94 SKU-013436                  Alicate Vivace kit                    0            Stock Direct     20.37      54.82        False          False        False            0
      TOOLS            24              0.92              1.24      2026-01-27   2026-03-26            10       62.2            10          45           1.00 SKU-013441         Chave de fenda Plus unidade                    2 PrimeFood Distribuidora    237.15     627.01        False          False        False            0
      TOOLS          2013             33.86             30.83      2025-10-13   2026-03-31            21       25.4          1003        1555           1.04 SKU-013446                Martelo Plus unidade                    0         MaxiSuprimentos    294.66     395.24        False          False        False            0
      TOOLS            13              1.19              1.09      2026-01-05   2026-03-27             7       51.0            10          53           0.97 SKU-013447                   Furadeira Eco kit                    2         MaxiSuprimentos    240.90     491.46        False          False        False            0
      TOOLS            21              0.88              0.82      2025-12-28   2026-03-29            14       63.4            17          33           1.09 SKU-013491                 Martelo Eco unidade                    0            GlobalSupply     80.79     220.75        False          False        False            0
      TOOLS            80             10.75              8.59      2025-12-27   2026-03-26             3       50.2            41         252           1.17 SKU-013502                  Furadeira Mini kit                    0            Stock Direct    231.06     463.90        False          False        False            0
      TOOLS           143              0.00              0.24      2025-12-22   2026-01-24            21       60.6             1           1           0.97 SKU-013519             Alicate Natural unidade                    0        Alianþa ComÚrcio     46.92     119.20        False          False         True            0
      TOOLS            73              2.46              2.14      2025-10-08   2026-03-30            14       30.4            45         127           1.22 SKU-013564         Furadeira PrimaCare unidade                    0      Ind·stria Reunidas     58.14      83.51        False          False        False            0
      TOOLS            62             10.74              9.24      2026-03-20   2026-03-26            10       34.8           148         456           0.71 SKU-013567              Furadeira Mini unidade                    1      Ind·stria Reunidas     63.11      96.74         True          False        False           70
      TOOLS           138              3.76              2.94      2026-01-27   2026-03-25            21       29.1           112         122           1.09 SKU-013600          Furadeira Nordeste unidade                    0  Ponto Forte Atacadista     60.86      85.89        False          False        False            0
      TOOLS            32              2.12              1.92      2026-02-24   2026-03-31             7       44.6            19          61           0.84 SKU-013625             Chave de fenda Maxi kit                    0 PrimeFood Distribuidora    181.89     328.05        False          False        False            0
      TOOLS            21              0.78              0.95      2025-10-17   2026-03-29            14       45.4            15          18           0.93 SKU-013637             Furadeira PrimaCare kit                    0         MaxiSuprimentos    291.31     533.07        False          False        False            0
      TOOLS            60              6.38              6.93      2025-10-05   2026-03-31             7       63.5            52         244           1.21 SKU-013695              Alicate Master unidade                    0      Casa & Lar Atacado    197.87     541.57        False          False        False            0
      TOOLS            12              2.88              2.88      2026-03-22   2026-03-31             3       35.9             9         131           0.73 SKU-013716                 Martelo Sul unidade                    0   Distribuidora Central     22.08      34.42        False          False        False            0
      TOOLS           647             11.44             11.50      2025-11-14   2026-03-24            30       19.5           392         443           0.84 SKU-013741           Chave de fenda Silver kit                    0      Casa & Lar Atacado    229.21     284.83        False          False        False            0
      TOOLS           185              8.96              8.26      2026-01-15   2026-03-25             7       52.1            76         383           0.81 SKU-013744              Chave de fenda Sul kit                    0  Ponto Forte Atacadista     70.81     147.88        False          False        False            0
      TOOLS           173             10.80              9.44      2026-01-12   2026-03-25            14       35.0           172         256           1.12 SKU-013775                     Martelo Sul kit                    0       AtacadÒo Nordeste    106.35     163.50        False          False        False            0
      TOOLS           283             12.82             13.74      2025-11-17   2026-03-24            14       63.8           265         669           0.81 SKU-013779        Chave de fenda Fresh unidade                    0         TopParts Brasil    209.98     580.85        False          False        False            0
      TOOLS            98              3.61              2.80      2026-02-18   2026-03-28            10       35.0            50         210           0.92 SKU-013782                    Alicate Vita kit                    0            GlobalSupply    129.62     199.30        False          False        False            0
      TOOLS            27              0.00              0.11             NaN   2026-02-26            21       37.0             1           1           0.85 SKU-013792                Martelo Vita unidade                    1   Distribuidora Central    100.31     159.34        False          False        False            0
      TOOLS           180              0.00              0.24      2025-12-21   2025-11-20            10       47.8             1           1           1.19 SKU-013798               Alicate Fresh unidade                    0       AtacadÒo Nordeste    139.91     267.99        False          False         True            0
      TOOLS            24              2.28              1.80      2025-10-31   2026-03-30             7       44.6            23         101           1.14 SKU-013825             Chave de fenda Mini kit                    0      Casa & Lar Atacado     49.29      89.01        False          False        False            0
      TOOLS            87             10.11              9.42      2026-01-02   2026-03-25             7       52.6            86         443           0.92 SKU-013857         Chave de fenda Plus unidade                    0         MaxiSuprimentos    265.24     559.98        False          False        False            0
      TOOLS           137             12.48             10.67      2025-10-08   2026-03-31             7       24.0           112         342           0.75 SKU-013866      Chave de fenda TopMark unidade                    0            GlobalSupply    210.30     276.55        False          False        False            0
      TOOLS            44              2.49              2.86      2025-10-09   2026-03-31             7       31.3            21          97           1.24 SKU-013870              Furadeira Nordeste kit                    0      Ind·stria Reunidas     33.95      49.42        False          False        False            0
      TOOLS             7              0.64              0.71      2025-12-08   2026-03-26             7       28.2             6          16           0.79 SKU-013884            Martelo Nordeste unidade                    0            GlobalSupply    212.24     295.64        False          False        False            0
      TOOLS           142             23.37             23.21      2025-11-25   2026-03-27            10       39.0           340        1033           1.02 SKU-013888               Furadeira Premium kit                    1       Comercial Vit¾ria    191.57     314.23         True          False        False           70
      TOOLS            58              0.00              0.22             NaN   2025-08-25             7       18.9             1           1           0.75 SKU-013914                Alicate Vita unidade                    0      Ind·stria Reunidas    102.83     126.77        False          False         True            0
      TOOLS            34              1.25              1.76      2026-02-24   2026-03-31            10       52.0            14          39           0.98 SKU-013926                   Furadeira Pro kit                    1            GlobalSupply    121.27     252.90        False          False        False            0
      TOOLS            34              1.63              1.40      2026-02-21   2026-03-29            10       39.8            21          89           1.19 SKU-013966           Furadeira TopMark unidade                    0         TopParts Brasil    218.42     362.55        False          False        False            0
      TOOLS            73             12.45              7.54      2026-02-02   2026-03-25            10       63.3           153         596           1.54 SKU-013987                 Alicate TopMark kit                    0         TopParts Brasil    229.53     624.87         True           True        False          100
      TOOLS           120             10.82             11.08      2026-01-30   2026-03-29            10       43.2           119         291           0.85 SKU-013993                Martelo Plus unidade                    0      Ind·stria Reunidas    124.77     219.74        False          False        False            0
      TOOLS            91              2.62              2.56      2026-02-19   2026-03-27            14       23.8            45          79           0.87 SKU-014026                    Martelo Plus kit                    0        Alianþa ComÚrcio     57.68      75.68        False          False        False            0
      TOOLS            23              1.36              1.87      2026-02-05   2026-03-30            10       56.0            15          28           0.81 SKU-014029                  Martelo Silver kit                    0            Stock Direct     28.06      63.71        False          False        False            0
      TOOLS           189              0.00              0.27      2026-02-16   2025-12-14             7       29.0             1           1           1.15 SKU-014032              Alicate Silver unidade                    0         MaxiSuprimentos    269.44     379.39        False          False         True            0
      TOOLS           194             14.82              5.54      2025-10-07   2026-03-24             5       21.1            93         693           1.40 SKU-014048                Martelo Gold unidade                    0   VivaMais DistribuiþÒo    247.26     313.20        False          False        False            0
      TOOLS            21              0.00              0.05             NaN   2025-12-18            14       55.0             1           1           0.89 SKU-014058                     Martelo Sul kit                    0       AtacadÒo Nordeste    294.68     654.17        False          False         True            0
      TOOLS           335             14.00             15.54      2026-01-04   2026-03-29            14       45.7           291         552           0.97 SKU-014060          Chave de fenda TopMark kit                    0            Stock Direct    144.17     265.66        False          False        False            0
      TOOLS           147              9.62             11.27      2025-12-22   2026-03-26             7       53.5            98         305           0.88 SKU-014064              Furadeira Vita unidade                    0  Ponto Forte Atacadista     85.31     183.45        False          False        False            0
      TOOLS            41              2.38              2.75      2025-10-13   2026-03-31            10       19.5            26         137           0.91 SKU-014087                 Alicate Natural kit                    1  Ponto Forte Atacadista    132.23     164.24        False          False        False            0
      TOOLS            10              0.69              0.53      2026-02-25   2026-03-29            10       24.0             8          40           0.86 SKU-014093                     Martelo Eco kit                    0 PrimeFood Distribuidora    103.56     136.30        False          False        False            0
      TOOLS           161             13.48             11.59      2025-11-25   2026-03-28            10       48.6           149         384           1.18 SKU-014111               Alicate PrimaCare kit                    0         MaxiSuprimentos     46.35      90.18        False          False        False            0
      TOOLS            82              6.52              8.12      2025-10-09   2026-03-31            10       19.6            81         141           1.02 SKU-014131          Chave de fenda Premium kit                    0       AtacadÒo Nordeste     22.86      28.44        False          False        False            0
      TOOLS            19              2.42              2.97      2026-03-13   2026-03-26             3       44.2            10         101           0.86 SKU-014133                Furadeira Master kit                    0       AtacadÒo Nordeste    135.37     242.69        False          False        False            0
      TOOLS            12              1.53              2.01      2025-10-28   2026-03-27             5       44.6             9          57           1.07 SKU-014134               Furadeira Pro unidade                    0       Comercial Vit¾ria    255.27     460.74        False          False        False            0
      TOOLS           261              8.78              9.29      2026-03-06   2026-03-28            10       35.8           104         308           0.72 SKU-014218          Furadeira Original unidade                    0  Ponto Forte Atacadista    187.48     291.82        False          False        False            0
      TOOLS            32              1.02              1.00      2025-12-12   2026-03-30            14       28.2            15          31           1.19 SKU-014226                  Alicate Silver kit                    1      Casa & Lar Atacado    263.88     367.60        False          False        False            0
      TOOLS            58              3.76              4.42      2026-03-23   2026-03-28             7       51.8            29          76           1.04 SKU-014238       Chave de fenda Master unidade                    0        Alianþa ComÚrcio    142.88     296.20        False          False        False            0
      TOOLS           263              8.02              8.74      2026-01-09   2026-03-29            14       31.3           147         420           0.87 SKU-014263                   Martelo Fresh kit                    0       AtacadÒo Nordeste     52.95      77.03        False          False        False            0
      TOOLS            16              2.17              2.09      2026-01-12   2026-03-31             5       26.5            15         114           0.75 SKU-014291                Alicate Vita unidade                    0         MaxiSuprimentos    238.31     324.26        False          False        False            0
      TOOLS           230              8.55              7.22      2026-01-24   2026-03-30            14       41.6           178         346           0.82 SKU-014294              Martelo Aurora unidade                    0      Ind·stria Reunidas    228.89     392.14        False          False        False            0
      TOOLS            11              1.41              1.71      2026-03-23   2026-03-28             5       58.9            10          38           1.24 SKU-014300              Martelo Silver unidade                    0            Stock Direct    241.95     588.90        False          False        False            0
      TOOLS           102              9.55              8.80      2025-11-02   2026-03-28             7       38.1            95         283           0.95 SKU-014301              Furadeira Plus unidade                    0       AtacadÒo Nordeste    139.63     225.73        False          False        False            0
      TOOLS            83             25.06             14.89      2026-02-02   2026-03-28             7       49.6           128        1425           0.78 SKU-014323                Alicate Plus unidade                    0      Ind·stria Reunidas    276.60     549.23         True          False        False           85
      TOOLS           216             26.39             27.65      2026-01-07   2026-03-27            14       45.5           461         633           0.81 SKU-014362             Furadeira Fresh unidade                    0   Distribuidora Central    246.22     451.41         True          False        False           85
      TOOLS            35              1.59              1.46      2025-10-26   2026-03-27            10       34.7            23          94           0.86 SKU-014364                Martelo Mini unidade                    0      Casa & Lar Atacado    105.96     162.22        False          False        False            0
      TOOLS           141              9.02              9.76      2025-11-15   2026-03-28             7       52.5            88         487           1.17 SKU-014366       Chave de fenda Vivace unidade                    0       Comercial Vit¾ria     25.59      53.86        False          False        False            0
      TOOLS            23              0.81              0.87      2025-11-06   2026-03-27            14       56.8            16          42           0.85 SKU-014370                Alicate Mini unidade                    5        Alianþa ComÚrcio    141.72     328.24        False          False        False            0
      TOOLS           266             25.54             24.67      2025-11-07   2026-03-26             5       42.8           183         965           1.16 SKU-014379                Martelo Vita unidade                   24   Distribuidora Central    295.58     516.69        False          False        False            0
      TOOLS            22              2.68              2.13      2026-01-27   2026-03-30             5       40.2            15          62           1.08 SKU-014380              Alicate Aurora unidade                    0      Casa & Lar Atacado    148.81     249.02        False          False        False            0
      TOOLS            24              2.31              2.24      2026-01-15   2026-03-30             7       56.9            20          94           0.89 SKU-014403                 Martelo Sul unidade                    0      Ind·stria Reunidas    299.13     694.62        False          False        False            0
      TOOLS            44              1.81              1.79      2026-01-04   2026-03-28            21       42.3            43          51           0.86 SKU-014408               Alicate PrimaCare kit                    0         TopParts Brasil    229.16     397.46        False          False        False            0
      TOOLS            67              8.64              3.77      2026-02-11   2026-03-26             7       26.2            66         196           1.39 SKU-014409                Furadeira Silver kit                    0         TopParts Brasil    217.35     294.67        False          False        False            0
      TOOLS            16              8.64              9.35      2025-12-17   2026-03-26             7       44.9            85         413           0.83 SKU-014411         Chave de fenda Mini unidade                    0         MaxiSuprimentos    288.20     523.04         True          False        False           85
      TOOLS            30             29.83             34.80      2026-01-28   2026-03-27             5       26.6           177         601           1.03 SKU-014415                  Martelo Master kit                    0 PrimeFood Distribuidora    107.11     145.87         True          False        False           70
      TOOLS            29              2.30              2.84      2026-02-09   2026-03-24             7       28.2            22          52           0.90 SKU-014418          Chave de fenda Sul unidade                    0        Alianþa ComÚrcio    120.47     167.85        False          False        False            0
      TOOLS            34             35.03             29.19      2026-03-21   2026-03-26            10       31.0           491        1366           1.20 SKU-014430       Chave de fenda Master unidade                    0        Alianþa ComÚrcio     78.56     113.94         True          False        False           70
      TOOLS           201              5.05              4.06      2025-10-12   2026-03-28            21       56.1           125         211           0.86 SKU-014432                  Alicate Vivace kit                    0   VivaMais DistribuiþÒo    155.52     354.08        False          False        False            0
      TOOLS            25              2.84              3.38      2025-11-23   2026-03-25             3       33.6            10         158           0.74 SKU-014435                 Alicate Natural kit                    0      Casa & Lar Atacado     33.43      50.37        False          False        False            0
      TOOLS           378             22.05             20.12      2026-02-16   2026-03-31             7       22.5           187         775           0.77 SKU-014452                Martelo Vita unidade                    8            Stock Direct    100.21     129.23        False          False        False            0
      TOOLS           120              0.00              0.15      2026-03-09   2025-12-19             5       42.4             1           1           0.83 SKU-014473             Furadeira PrimaCare kit                    0         TopParts Brasil    227.87     395.51        False          False         True            0
      TOOLS           578             25.69             27.49      2025-11-16   2026-03-28            14       50.7           503        1272           0.79 SKU-014503             Martelo Natural unidade                    0       AtacadÒo Nordeste    162.22     329.17        False          False        False            0
      TOOLS           358             20.85             20.78      2026-02-27   2026-03-26            14       59.4           357         435           0.96 SKU-014544                 Alicate Natural kit                    0   Distribuidora Central    173.72     428.22        False          False        False            0
      TOOLS           183             13.24             11.44      2026-03-03   2026-03-24             7       35.7           115         318           1.06 SKU-014563          Furadeira Original unidade                    0       Comercial Vit¾ria    175.54     272.83        False          False        False            0
